"A is for Awesome: 23 Iconic Women who Changed the World, Eva Chen","Amelia Bedilia, Peggy Parish","Are You My Mother?, P.D. Eastman","Barnyard Banter, Denise Fleming","Bear Feels Scared, Karma Wilson and Jane Chapman","Blue Hat, Green Hat, Sandra Boynton","Bluey: Sleepytime, Joe Brumm",Bluey: The Pool,"Chicka Chicka Boom Boom, Bill Martin, Jr. and John Archambault","Chrysanthemum, Kevin Henkes","Cowboy Small, Lois Lenski","Cozy, Jan Brett","Curious George Goes to the Hospital, Margaret and H.A. Rey","Curious George, H.A. Rey","Don't Let the Pigeon Drive the Bus, Mo Willems","Don’t Push the Button, Bill Cotter","Dr. Seuss's 123, Dr. Seuss","Dr. Seuss's ABC, Dr. Seuss","Dragons Love Tacos, Adam Rubin","Duck and Goose: Goose Needs a Hug, Tad Hills","Engine, Engine, Number Nine, Stephanie Calmenson","Fancy Nancy, Jane O’Connor","Five Little Monkeys, Eileen Christelow","Flamingos on the Roof, Calef Brown","Frog and Toad Are Friends, Arnold Lobel","Frozen, Victoria Saxman","Gloria’s Promise, Jacqueline Preiss Weitzman","Go, Dog, Go!, P.D. Eastman","Good Night, Gorilla, Peggy Rathmann","Goodnight Moon, Margaret Wise Brown","Goodnight, Goodnight, Construction Site, Sherri Duskey Rinker and Tom Lichtenheld","Gossie & Gertie, Olivier Dunrea","Gossie, Olivier Dunrea","Green Eggs and Ham, Dr. Seuss","Guess How Much I Love You, Sam McBratney","Henry and Mudge, Cynthia Rylant","Her Body Can, Ady Meschke and Katie Crenshaw","Hop on Pop, Dr. Seuss","How to Catch a Mermaid, Adam Wallace and Andy Elkerton","Hush, Baby Ghostling, Andrea Beaty ","I Am Harriet Tubman, Brad Meltzer ","I Can Pray Anywhere!, Aisha Ghani",I Love My Mommy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"I Love You, Good Night, Jon Buller and Susan Schade","Is Your Mama a Llama?, Deborah Guarino","It's Not the Stork, Robie Harris","Katie Woo: No More Teasing, Fran Manushkin","Knuffle Bunny, Mo Willems","Little Blue Truck, Alice Schertle","Little Owl Lost, Chris Haughton","Llama Llama and the Bully Goat, Anna Dewdney","Llama Llama Red Pajama, Anna Dewdney","Love You Forever, Robert Munsch","Mat, Bobby Lynn Maslen","Moo, Baa, LA LA LA!., Sandra Boynton","Most People, Michael Leannah","Muncha! Muncha! Muncha!, Candace Fleming","My Favorite Colors, Pearl Markovics","My First Science Book, Jacqueline McCann","My Friend is Sad, Mo Willems","My Little Pony: Twilight Sparkle and the Crystal Heart Spell, G.M. Berrow","My Princess Boy, Cheryl Kilodavis","Nibbles the Book Monster, Emma Yarlett","Oh, the Places You’ll Go!, Dr. Seuss","One Fish Two Fish Red Fish Blue Fish, Dr. Seuss","Otis and the Kittens, Loren Long","Pancakes, Pancakes!, Eric Carle","Pinkalicious, Victoria Kann and Elizabeth Kann","Polar Bear vs. Grizzly Bear, Jerry Pallotta and Rob Bolster","Polar Bear, Polar Bear, What Do You Hear?, Bill Martin Jr. and Eric Carle","Poppleton, Cynthia Rylant","Princess Cora and the Crocodile, Laura Amy Schlitz","Put Me in a Zoo, Robert Lopshire","Sheep in a Jeep, Nancy Shaw","Sleepy Kittens, Cinco Paul and Ken Daurio","Snuggle Puppy, Sandra Boynton","Steam Train Dream Train, Sherri Duskey Rinker","The Bad Seed, Jory John","The Berenstain Bears: Kindness Counts, Jan Berenstain and Mike Berenstain","The Berenstain Bears: Trouble with Money, Jan Berenstain and Stan Berenstain","The Flea’s Sneeze, Lynn Downey","The Going to Bed Book, Sandra Boynton","The Goodnight Train, June Sobel","The Jesus Storybook Bible, Sally Lloyd-Jones","The Little Engine That Could, Watty Piper","The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear, Don Wood and Audrey Wood","The Napping House, Audrey Wood","The Night Before Christmas, Clement Moore","The Octonauts and the Frown Fish, Meomi","The Pout-Pout Fish, Deborah Diesen","The Rainbow Fish, Marcus Pfister","The Snowy Day, Ezra Jack Keats","The Very Hungry Caterpillar, Eric Carle","Thomas the Tank Engine, the Rev. W Awdry","Tickle Monster, Josie Bissett","Time for a Hug,  Phillis Gershator and Mim Green","Too Many Carrots, Katy Hudson","Tow Truck Joe, June Sobel","Where the Wild Things Are, Maurice Sendak","Who Said Coo?, Deborah Ruddell"
NUL,ADV,FAM,NUL,EMO,NUL,ADV,JUS,NUL,EMO,NUL,JUS,ADV,ADV,NUL,NUL,NUL,NUL,NUL,FRI,NUL,FAM,NUL,NUL,FRI,FAM,PER,NUL,NUL,NUL,JUS,FRI,NUL,ADV,FAM,NAT,EMO,NUL,ADV,NUL,JUS,REL,,FAM,NAT,NUL,JUS,EMO,FRI,NUL,JUS,FAM,FAM,NUL,NUL,JUS,JUS,NUL,NUL,FRI,,JUS,NUL,ADV,NUL,JUS,PER,EMO,NAT,NUL,EMO,ADV,NUL,NUL,FAM,FAM,NUL,JUS,JUS,PER,NUL,NUL,NUL,REL,PER,JUS,NUL,NUL,FRI,EMO,JUS,NUL,NUL,EMO,NUL,FAM,JUS,FRI,ADV,JUS
